tree,sentence,sentence_translated,t1,t2,section,positive,neutral,negative
(S (VN (CLR se) (V dit)) (NP (DET le) (ADJ petit) (NC prince)) (PP (P en) (NP (MWPRO (PRO lui) (ADJ même)))) (PP (P durant) (NP (DET son) (NC voyage)))),se dit le petit prince en lui même durant son voyage,said the little prince to himself during his journey,436.2,439.56,3.0,0.1024920865893364,0.8663362860679626,0.031171584501862526
(S (NP (DET la) (ADJ seconde) (NC planète)) (VN (V était) (VPP habitée)) (PP (P par) (NP (DET un) (NC vaniteux)))),la seconde planète était habitée par un vaniteux,the second planet was inhabited by a vain man,442.8,445.6,3.0,0.015781236812472343,0.24744750559329987,0.736771285533905
(S (NP (DET ah) (NC ah)) (PP (P voilà) (NP (DET la) (NC visite) (PP (P d') (NP (DET un) (NC admirateur))))) (VN (CLR s') (V écria)) (MWADV (P de) (ADV loin)) (NP (DET le) (NC vaniteux)) (S (MWC (P dès) (C qu')) (VN (CLS il) (V aperçut)) (NP (DET le) (ADJ petit) (NC prince)))),ah ah voilà la visite d un admirateur s écria de loin le vaniteux  dès qu il aperçut le petit prince,ah ah here is the visit of an admirer exclaimed the vain  from afar as soon as he saw the little prince,446.6,453.06,3.0,0.7535476088523865,0.23957177996635437,0.006880652625113726
(S (COORD (CC car) (Srel (PP (P pour) (NP (DET les) (NC vaniteux))) (NP (DET les) (ADJ autres) (NC hommes)) (VN (V sont)) (NP (DET des) (NC admirateurs))))),car rel pour les vaniteux les autres hommes sont des admirateurs,because for the vain other men are admirers,454.08,457.2,3.0,0.07170059531927109,0.5548725128173828,0.3734269440174103
(S (NP (NPP bonjour)) (VN (V dit)) (NP (DET le) (ADJ petit) (NC prince))),bonjour dit le petit prince,hello says the little prince,458.61,459.94,3.0,0.29667744040489197,0.6794735789299011,0.02384902536869049
(S (VN (CLS vous) (V avez)) (NP (DET un) (MWN (N drôle) (P de) (N chapeau)))),vous avez un drôle de chapeau,you have a funny hat,460.47,461.65,3.0,0.7425433397293091,0.23269754648208618,0.02475912868976593
(S (VN (CLS c') (V est)) (VPinf (P pour) (VN (VINF saluer)))),c est inf pour saluer,it's inferior to greet,462.72,463.78,3.0,0.01757577247917652,0.20771247148513794,0.7747117877006531
(S (VN (CLO lui) (V répondit)) (NP (DET le) (NC vaniteux))),lui répondit le vaniteux,replied the vain man,464.13,465.22,3.0,0.017572298645973206,0.41342905163764954,0.5689986944198608
(S (VN (CLS c') (V est)) (VPinf (P pour) (VN (VINF saluer)) (S (CS quand) (VN (CLS on) (CLO m') (V acclame))))),c est inf pour saluer  quand on m acclame,it's inferior to greet  when I'm cheered,465.59,467.2,3.0,0.04574613645672798,0.3259211778640747,0.6283326745033264
(S (ADV malheureusement) (VN (CLS il) (ADV ne) (V passe)) (ADV jamais) (NP (PRO personne)) (MWADV (P par) (ADV ici))),malheureusement il ne passe jamais personne par ici,unfortunately no one ever passes through here,468.26,470.43,3.0,0.01894831657409668,0.19372305274009705,0.7873286604881287
(S (NP (DET ah) (NC oui)) (VN (V dit)) (NP (DET le) (ADJ petit) (NC prince) (Srel (NP (PROREL qui)) (VN (ADV ne) (V comprit)) (ADV pas)))),ah oui dit le petit prince rel qui ne comprit pas,ah yes said the little prince rel who didn't understand,471.55,473.94,3.0,0.19831670820713043,0.5084729194641113,0.29321032762527466
(S (VN (V frappe)) (NP (DET tes) (NC mains)) (NP (DET l') (PRO une) (PP (P contre) (NP (DET l') (PRO autre))))),frappe tes mains l une contre l autre,clap your hands together,475.11,476.46,3.0,0.3436988294124603,0.6299601197242737,0.026341034099459648
(S (VN (V conseilla)) (ADV donc) (NP (DET le) (NC vaniteux))),conseilla donc le vaniteux,therefore advised the vain man,477.19,478.15,3.0,0.06160146743059158,0.5756685137748718,0.3627299964427948
(S (NP (DET le) (ADJ petit) (NC prince)) (VN (V frappa)) (NP (DET ses) (NC mains)) (NP (DET l') (PRO une)) (PP (P contre) (NP (DET l') (PRO autre)))),le petit prince frappa ses mains l une contre l autre,the little prince clapped his hands together,479.27,481.87,3.0,0.3676503896713257,0.6189233064651489,0.013426284305751324
(S (NP (DET le) (NC vaniteux) (AP (ADJ salua) (ADV modestement))) (VN (CLO en) (V soulevant)) (NP (DET son) (NC chapeau))),le vaniteux salua modestement en soulevant son chapeau,the vain man saluted modestly by lifting his hat,482.56,485.62,3.0,0.2061600685119629,0.7482889294624329,0.04555097594857216
(S (NP (PRO ça)) (VN (CLS c') (V est)) (AP (ADV plus) (ADJ amusant) (S (CS que) (NP (DET la) (NC visite) (PP (P à) (NP (DET le) (NC roi))))))),ça c est plus amusant  que la visite à le roi,that's more fun  than visiting the king,486.87,488.59,3.0,0.8796408772468567,0.1087283045053482,0.011630852706730366
(S (VN (CLR se) (V dit)) (PP (P en) (NP (MWPRO (PRO lui) (ADJ même)))) (NP (DET le) (ADJ petit) (NC prince)) (COORD (CC et) (VN (CLS il) (V recommença)) (VPinf (P de) (VN (VINF frapper)) (NP (DET ses) (NC mains)) (NP (DET l') (PRO une) (PP (P contre) (NP (DET l') (PRO autre))))))),se dit en lui même le petit prince et il recommença inf de frapper ses mains l une contre l autre,the little prince said to himself and began to clap his hands together again.,489.2,494.31,3.0,0.3843421936035156,0.6085382103919983,0.007119643036276102
(S (NP (DET le) (NC vaniteux)) (VN (V recommença)) (VPinf (P de) (VN (VINF saluer))) (VPpart (P en) (VN (VPR soulevant)) (NP (DET son) (NC chapeau)))),le vaniteux recommença inf de saluer part en soulevant son chapeau,"the vain man began to salute again, lifting his hat",495.36,498.58,3.0,0.14981935918331146,0.8095242977142334,0.040656354278326035
(S (PP (P après) (NP (DET cinq) (NC minutes) (PP (P d') (NP (NC exercice))))) (NP (DET le) (ADJ petit) (NC prince)) (VN (CLR se) (V fatigua)) (PP (P de) (NP (DET la) (NC monotonie) (PP (P de) (NP (DET le) (NC jeu)))))),après cinq minutes d exercice le petit prince se fatigua de la monotonie de le jeu,after five minutes of exercise the little prince got tired of the monotony of the game,500.04,504.5,3.0,0.08856840431690216,0.5911465883255005,0.3202850818634033
(S (COORD (CC et) (S (MWC (P pour) (C que)) (NP (DET le) (NC chapeau)) (VN (VS tombe))) (VN (V demanda) (MWCL (DET t) (CL il))) (S (CS que) (VN (V faut) (CLS il)) (VPinf (VN (VINF faire)))))),et  pour que le chapeau tombe demanda t il  que faut il inf faire,and  so that the hat falls off did he ask  what should he do?,505.81,509.72,3.0,0.022299397736787796,0.8514454364776611,0.12625516951084137
(S (COORD (CC mais) (NP (DET le) (NC vaniteux)) (VN (ADV ne) (CLO l') (V entendit)) (ADV pas))),mais le vaniteux ne l entendit pas,but the vain man did not hear it,510.86,512.36,3.0,0.05608638748526573,0.5672903656959534,0.3766232132911682
(S (NP (DET les) (NC vaniteux)) (VN (ADV n') (V entendent) (ADV jamais)) (S (CS que) (NP (DET les) (NC louanges)))),les vaniteux n entendent jamais  que les louanges,the vain never hear anything but praise,512.99,515.63,3.0,0.11236076802015305,0.410478413105011,0.477160781621933
(S (VN (V est)) (NP (PRO ce) (Srel (NP (PROREL que)) (VN (CLS tu) (CLO m') (V admires)) (AdP (ADV vraiment) (ADV beaucoup))))),est ce rel que tu m admires d vraiment beaucoup,Is it true that you really admire me a lot?,516.91,518.32,3.0,0.8268458247184753,0.16138562560081482,0.011768591590225697
(S (VN (V demanda) (MWCL (DET t) (CL il))) (PP (P à) (NP (DET le) (ADJ petit) (NC prince)))),demanda t il à le petit prince,he asked the little prince,519.13,520.31,3.0,0.08270958811044693,0.8845131993293762,0.03277727589011192
(S (Srel (NP (PROREL qu')) (VN (V est)) (NP (PRO ce) (Srel (NP (PROREL que)) (VN (V signifie) (VPP admirer)))))),qu est ce rel que signifie admirer,what is this rel what does it mean to admire,521.06,522.43,3.0,0.0684005618095398,0.8075485825538635,0.1240508034825325
(S (NP (NC admirer)) (VN (V signifie)) (VPinf (VN (VINF reconnaître)) (S (CS que) (VN (CLS je) (V suis)) (NP (DET l') (NC homme) (NP (DET le) (AP (ADV plus) (ADJ beau)) (NP (DET le) (NC mieux) (AP (ADJ habillé)) (AP (MWADV (DET le) (ADV plus)) (ADJ riche) (COORD (CC et) (AP (MWADV (DET le) (ADV plus)) (ADJ intelligent))))) (PP (P de) (NP (DET la) (NC planète)))))))),admirer signifie inf reconnaître  que je suis l homme le plus beau le mieux habillé le plus riche et le plus intelligent de la planète,"admire means inf recognize  that I am the most handsome, best dressed, richest and most intelligent man on the planet",522.43,530.01,3.0,0.9570959210395813,0.03540520742535591,0.007498803548514843
(S (COORD (CC mais) (VN (CLS tu) (V es)) (AP (ADJ seul)) (PP (P sur) (NP (DET ta) (NC planète))))),mais tu es seul sur ta planète,but you are alone on your planet,531.25,532.71,3.0,0.023860391229391098,0.4821997284889221,0.49393990635871887
(S (VN (V fais)) (NP (PRO moi)) (NP (DET ce) (NC plaisir))),fais moi ce plaisir,make me this pleasure,533.7,534.66,3.0,0.7361968159675598,0.23601661622524261,0.02778652496635914
(S (VN (V admire)) (NP (PRO moi)) (MWADV (ADV quand) (ADV même))),admire moi quand même,admire me anyway,535.17,535.84,3.0,0.4867294728755951,0.4764039218425751,0.03686663880944252
(S (VN (CLS je) (CLR t') (V admire) (VPP dit)) (NP (DET le) (ADJ petit) (NC prince)) (VPpart (P en) (VN (VPR haussant)) (MWADV (DET un) (ADV peu)) (NP (DET les) (NC épaules)))),je t admire dit le petit prince part en haussant un peu les épaules,"I admire you said the little prince leaves, shrugging his shoulders a little.",537.23,540.46,3.0,0.9177896976470947,0.07333426177501678,0.008876074105501175
(S (COORD (CC mais) (MWADV (P en) (PRO quoi)) (Sint (NP (PRO cela)) (VN (V peut) (CLS il)) (ADV bien) (VPinf (VN (CLR t') (VINF intéresser)))))),mais en quoi int cela peut il bien inf t intéresser,but how can this be of interest to you?,541.22,543.24,3.0,0.02658359333872795,0.8414930701255798,0.1319233477115631
(S (COORD (CC et) (NP (DET le) (ADJ petit) (NC prince)) (VN (CLR s') (CLO en) (V fut)))),et le petit prince s en fut,and the little prince left,544.28,545.75,3.0,0.1126621663570404,0.8271954655647278,0.060142334550619125
(S (NP (DET les) (ADJ grandes) (NC personnes)) (VN (V sont)) (ADV décidément) (AP (ADV bien) (ADJ bizarres))),les grandes personnes sont décidément bien bizarres,grown-ups are definitely very strange,547.0,549.57,3.0,0.023532118648290634,0.275680810213089,0.7007871270179749
(S (VN (CLR se) (V dit) (CLS il)) (ADV simplement) (PP (P en) (NP (MWPRO (PRO lui) (ADJ même)))) (PP (P durant) (NP (DET son) (NC voyage)))),se dit il simplement en lui même durant son voyage,he simply said to himself during his trip,550.16,553.25,3.0,0.040855806320905685,0.9248225688934326,0.03432156518101692
(S (NP (DET la) (NC planète) (AP (ADJ suivante))) (VN (V était) (VPP habitée)) (PP (P par) (NP (DET un) (NC buveur)))),la planète suivante était habitée par un buveur,the next planet was inhabited by a drinker,556.44,559.31,3.0,0.05398184433579445,0.588838517665863,0.3571796119213104
(S (NP (DET cette) (NC visite)) (VN (V fut)) (AP (ADV très) (ADJ courte)) (COORD (CC mais) (Sint (VN (CLS elle) (V plongea)) (NP (DET le) (ADJ petit) (NC prince)) (PP (P dans) (NP (DET une) (ADJ grande) (NC mélancolie)))))),cette visite fut très courte mais int elle plongea le petit prince dans une grande mélancolie,this visit was very short but it plunged the little prince into great melancholy,560.15,564.83,3.0,0.024610571563243866,0.2480306625366211,0.7273588180541992
(S (NP (PROREL que)) (VN (V fais) (CLS tu)) (ADV là))),que fais tu là,what are you doing here,566.51,566.96,3.0,0.024298502132296562,0.586780846118927,0.3889206349849701
(S (VN (V dit) (CLS il)) (PP (P à) (NP (DET le) (NC buveur) (Srel (NP (PROREL qu')) (VN (CLS il) (V trouva) (VPP installé)) (MWADV (P en) (N silence)) (PP (P devant) (NP (DET une) (NC collection) (PP (P de) (NP (NC bouteilles) (AP (ADJ vides)))) (COORD (CC et) (NP (DET une) (NC collection) (PP (P de) (NP (NC bouteilles) (AP (ADJ pleines)))))))))))),dit il à le buveur rel qu il trouva installé en silence devant une collection de bouteilles vides et une collection de bouteilles pleines,he said to the real drinker whom he found installed in silence in front of a collection of empty bottles and a collection of full bottles,567.73,575.36,3.0,0.03578741475939751,0.8918523192405701,0.07236023992300034
(S (VN (CLS je) (V bois)) (VPinf (VN (VINF répondit)) (NP (DET le) (NC buveur) (PP (P d') (NP (DET un) (NC air) (AP (ADJ lugubre))))))),je bois inf répondit le buveur d un air lugubre,I drink inf replied the drinker with a mournful air,576.74,580.32,3.0,0.02040698751807213,0.39912185072898865,0.5804712176322937
(S (S (ADVWH pourquoi) (NP (NC bois)) (VN (CLS tu)))), pourquoi bois tu, why do you drink,581.62,582.11,3.0,0.022460874170064926,0.43872368335723877,0.5388153791427612
(S (VN (CLO lui) (V demanda)) (NP (DET le) (ADJ petit) (NC prince))),lui demanda le petit prince,asked the little prince,583.09,584.36,3.0,0.11098328232765198,0.8420173525810242,0.04699937254190445
(S (VPinf (P pour) (VN (VINF oublier)) (VPinf (VN (VINF répondit)) (NP (DET le) (NC buveur))))),pour oublier inf répondit le buveur,to forget inf replied the drinker,585.47,587.7,3.0,0.06491312384605408,0.7551160454750061,0.17997083067893982
(S (VPinf (P pour) (VN (VINF oublier)) (NP (PROWH quoi))) (VN (CLR s') (V enquit)) (NP (DET le) (ADJ petit) (NC prince) (Srel (NP (PROREL qui)) (VN (ADV déjà) (CLO le) (V plaignait))))),pour oublier quoi s enquit le petit prince rel qui déjà le plaignait,to forget what asked the little prince rel who already pitied him,589.14,593.03,3.0,0.02153184451162815,0.3036542236804962,0.6748139262199402
(S (VPinf (P pour) (VN (VINF oublier)) (S (CS que) (VN (CLS j') (V ai)))) (NP (NC honte)) (VN (V avoua)) (NP (DET le) (NC buveur)) (VPpart (P en) (VN (VPR baissant)) (NP (DET la) (NC tête)))),pour oublier  que j ai honte avoua le buveur part en baissant la tête,to forget  that I am ashamed admitted the drinker leaves with lowered head,594.47,598.39,3.0,0.018579494208097458,0.30161145329475403,0.6798090934753418
(S (NP (NC honte) (PP (P de) (NP (PROWH quoi)))) (VN (CLR s') (V informa)) (NP (DET le) (ADJ petit) (NC prince) (Srel (NP (PROREL qui)) (VN (V désirait)) (NP (DET le) (NC secourir))))),honte de quoi s informa le petit prince rel qui désirait le secourir,ashamed of what the little real prince asked about who wanted to help him,599.6,603.48,3.0,0.008883986622095108,0.15417541563510895,0.836940586566925
(S (NP (NC honte) (PP (P de) (NP (NC boire)))) (VN (V acheva)) (NP (DET le) (NC buveur) (Srel (NP (PROREL qui)) (VN (CLR s') (V enferma)) (ADV définitivement) (PP (P dans) (NP (DET le) (NC silence)))))),honte de boire acheva le buveur rel qui s enferma définitivement dans le silence,ashamed of drinking finished the real drinker who locked himself definitively in silence,604.99,610.52,3.0,0.00879080593585968,0.18948234617710114,0.8017268180847168
(S (COORD (CC et) (Sint (NP (DET le) (ADJ petit) (NC prince)) (VN (CLR s') (CLO en) (V fut)) (AP (ADJ perplexe))))),et int le petit prince s en fut perplexe,and the little prince was perplexed,611.58,613.97,3.0,0.0249345526099205,0.4836288094520569,0.4914366900920868
(S (NP (DET les) (ADJ grandes) (NC personnes)) (VN (V sont)) (ADV décidément) (AP (ADV très) (ADV très) (ADJ bizarres))),les grandes personnes sont décidément très très bizarres,"grown-ups are definitely very, very strange",615.24,618.19,3.0,0.021103354170918465,0.20344704389572144,0.7754496335983276
(S (VN (CLR se) (V disait) (CLS il)) (PP (P en) (NP (MWPRO (PRO lui) (ADJ même)))) (PP (P durant) (NP (DET le) (NC voyage)))),se disait il en lui même durant le voyage,he said to himself during the trip,618.87,621.42,3.0,0.0360599122941494,0.9139169454574585,0.05002313479781151
(S (NP (DET la) (ADJ quatrième) (NC planète)) (VN (V était)) (NP (PRO celle) (PP (P de) (NP (DET le) (NC businessman))))),la quatrième planète était celle de le businessman,the fourth planet was that of the businessman,3.14,6.44,4.0,0.08218757063150406,0.8656492829322815,0.052163153886795044
(S (NP (DET cet) (NC homme)) (VN (V était) (ADV si) (VPP occupé)) (S (CS qu') (VN (CLS il) (ADV ne) (V leva)) (ADV même) (ADV pas) (NP (DET la) (NC tête)) (PP (P à) (NP (DET l') (NC arrivée) (PP (P de) (NP (DET le) (ADJ petit) (NC prince))))))),cet homme était si occupé  qu il ne leva même pas la tête à l arrivée de le petit prince,this man was so busy  that he didn't even raise his head when the little prince arrived,7.391940792762312,12.19,4.0,0.09334317594766617,0.5878481268882751,0.3188086450099945
(S (NP (NPP bonjour)) (VN (CLO lui) (V dit)) (AdP (NP (PRO celui)) (ADV ci))),bonjour lui dit d celui ci,hello tell him about this one,13.5,14.77,4.0,0.09602563828229904,0.8166109323501587,0.08736347407102585
(S (NP (DET votre) (NC cigarette)) (VN (V est)) (AP (ADJ éteinte))),votre cigarette est éteinte,your cigarette is out,15.6,16.82,4.0,0.07202468812465668,0.6583960056304932,0.26957938075065613
(S (NP (MWD (DET trois) (C et) (DET deux))) (VN (V font)) (NP (DET cinq))),trois et deux font cinq,three and two make five,18.16,19.61,4.0,0.3020046353340149,0.683056652545929,0.014938730746507645
(S (NP (PRO cinq) (COORD (CC et) (NP (DET sept) (PRO douze))))),cinq et sept douze,five and seven twelve,19.61,21.39,4.0,0.262195885181427,0.7044750452041626,0.033329084515571594
(S (NP (PRO douze) (COORD (CC et) (NP (DET trois) (PRO quinze))))),douze et trois quinze,twelve and three fifteen,21.39,23.45,4.0,0.23591434955596924,0.7275272011756897,0.03655840829014778
(S (NP (NPP bonjour))),bonjour,Good morning,24.68,24.68,4.0,0.8513683080673218,0.129023477435112,0.01960817351937294
(S (NP (MWD (DET quinze) (C et) (DET sept)) (PP (NP (MWD (DET vingt) (DET deux)))))),quinze et sept vingt deux,fifteen and seven twenty two,25.51,26.68,4.0,0.25658953189849854,0.7108790874481201,0.03253138065338135
(S (NP (MWD (DET vingt) (DET deux)) (MWN (N et)) (PP (NP (MWD (DET six) (DET vingt) (DET huit)))))),vingt deux et six vingt huit,twenty two and six twenty eight,27.4,28.99,4.0,0.33657169342041016,0.6196591854095459,0.043769124895334244
(S (NP (ADV pas) (DET le) (NC temps) (PP (P de) (NP (DET la) (NC rallumer))))),pas le temps de la rallumer,no time to turn it back on,29.44,30.76,4.0,0.06193486601114273,0.71645188331604,0.22161327302455902
(S (NP (MWD (DET vingt)) (PP (NP (MWD (DET six) (C et) (DET cinq))))) (PP (NP (MWD (DET trente) (C et) (DET un))))),vingt six et cinq trente et un,twenty six and five thirty one,31.38,33.13,4.0,0.2929278016090393,0.6675146222114563,0.039557602256536484
(S (NP (DET ouf) (PRO ça)) (VN (V fait)) (ADV donc) (NP (MWD (DET cinq) (DET cent) (DET un)) (NC millions)) (NP (MWD (DET six) (DET cent) (DET vingt) (DET deux)) (PP (NP (MWD (DET mille) (DET sept) (DET cent) (DET trente)) (COORD (CC et) (NP (DET un))))))),ouf ça fait donc cinq cent un millions six cent vingt deux mille sept cent trente et un,"phew, so that’s five hundred and one million, six hundred and twenty-two thousand, seven hundred and thirty-one.",33.97,35.94,4.0,0.920076310634613,0.07584735751152039,0.0040763202123343945
(S (NP (MWD (DET cinq) (DET cents)) (N millions) (PP (P de) (NP (PROWH quoi))))),cinq cents millions de quoi,five hundred million what,40.33,41.31,4.0,0.09851231426000595,0.7088791131973267,0.19260857999324799
(S (NP (NC hein)) (VN (CLS tu) (V es)) (AdP (ADV toujours) (ADV là))),hein tu es d toujours là,eh you are still there,42.75,43.74,4.0,0.12386415898799896,0.8373777866363525,0.03875808045268059
(S (NP (MWD (DET cinq) (DET cent) (DET un)) (NC millions)) (PP (MWP (P de))) (VN (CLS je) (ADV ne) (V sais)) (ADV plus))),cinq cent un millions de je ne sais plus,five hundred and one million I don't know anymore,44.61,47.06,4.0,0.07112249732017517,0.5922174453735352,0.3366600573062897
(S (VN (CLS j') (V ai)) (AdP (ADV tellement) (PP (P de) (NP (NC travail))))),j ai d tellement de travail,I have so much work,47.52,48.81,4.0,0.16928838193416595,0.45192599296569824,0.3787856101989746
(S (VN (CLS je) (V suis)) (AP (ADJ sérieux)) (NP (PRO moi))),je suis sérieux moi,I'm serious,49.44,50.38,4.0,0.3163937032222748,0.5836928486824036,0.09991349279880524
(S (VN (CLS je) (ADV ne) (CLO m') (V amuse)) (ADV pas) (PP (P à) (NP (DET des) (NC balivernes)))),je ne m amuse pas à des balivernes,I don't amuse myself with nonsense,50.91,52.6,4.0,0.02879234403371811,0.2593340575695038,0.7118736505508423
(S (NP (MWD (DET deux) (C et) (DET cinq)) (PP (NP (MWD (DET sept)))))),deux et cinq sept,two and five seven,53.74,54.97,4.0,0.2477184236049652,0.7239855527877808,0.028296079486608505
(S (NP (MWD (DET cinq) (DET cent) (DET un)) (N millions) (PP (P de) (NP (PROWH quoi)))) (VN (V répéta)) (NP (DET le) (ADJ petit) (NC prince) (Srel (NP (PROREL qui)) (NP (MWADV (ADV jamais)) (PP (P de) (NP (DET sa) (NC vie)))) (VN (ADV n') (V avait) (VPP renoncé)) (PP (P à) (NP (DET une) (NC question))) (NP (DET une) (NC fois)) (S (CS qu') (VN (CLS il) (CLO l') (V avait) (VPP posée)))))),cinq cent un millions de quoi répéta le petit prince rel qui jamais de sa vie n avait renoncé à une question une fois  qu il l avait posée,five hundred and one million of which repeated the little prince Rel who never in his life had given up on a question once he had asked it,56.5,64.15,4.0,0.13835112750530243,0.7885910272598267,0.07305783033370972
(S (NP (DET le) (NC businessman)) (VN (V leva)) (NP (DET la) (NC tête))),le businessman leva la tête,the businessman raised his head,65.34635706100686,66.9,4.0,0.12088324129581451,0.8417706489562988,0.03734612837433815
(S (PP (P depuis) (NP (MWD (DET cinquante) (DET quatre)) (NC ans))) (S (CS que) (VN (CLS j') (V habite)) (NP (DET cette) (NC planète) (MWADV (ADV ci)))) (VN (CLS je) (ADV n') (V ai) (VPP été)) (VPinf (VN (VINF dérangé)) (ADV que) (NP (DET trois) (NC fois)))),depuis cinquante quatre ans  que j habite cette planète ci je n ai été inf dérangé que trois fois,"in the fifty-four years that I have lived on this planet, I have only been disturbed three times",68.21,72.6,4.0,0.2536545991897583,0.5917884111404419,0.1545570194721222
(S (NP (DET la) (ADJ première) (NC fois) (AP (ADJ ç))) (VN (V a) (VPP été)) (PP (MWP (CL il) (CL y) (V a)) (NP (MWD (DET vingt) (DET deux)) (NC ans))) (PP (P par) (NP (DET un) (NC hanneton))) (Srel (NP (PROREL qui)) (VN (V était) (VPP tombé) (VPP dieu)) (Sint (VN (V sait))) (PP (P d') (NP (PROREL où))))),la première fois ç a été il y a vingt deux ans par un hanneton rel qui était tombé dieu int sait d où,"the first time it was twenty-two years ago by a real cockchafer which had fallen, God knows where from",73.52,78.73,4.0,0.03873210400342941,0.46774545311927795,0.49352243542671204
(S (VN (CLS il) (V répandait)) (NP (DET un) (NC bruit) (AP (ADJ épouvantable))) (COORD (CC et) (VN (CLS j') (V ai) (VPP fait)) (NP (DET quatre) (NC erreurs)) (PP (P dans) (NP (DET une) (NC addition))))),il répandait un bruit épouvantable et j ai fait quatre erreurs dans une addition,he made a terrible noise and I made four mistakes in an addition,79.78,84.38,4.0,0.007039270829409361,0.06195845827460289,0.9310022592544556
(S (NP (DET la) (ADJ seconde) (NC fois) (AP (ADJ ç))) (VN (V a) (VPP été)) (PP (MWP (CL il) (CL y) (V a)) (NP (DET onze) (NC ans))) (PP (P par) (NP (DET une) (NC crise) (PP (P de) (NP (NC rhumatisme)))))),la seconde fois ç a été il y a onze ans par une crise de rhumatisme,the second time was eleven years ago with an attack of rheumatism,85.49,90.05,4.0,0.035139299929142,0.7284374833106995,0.23642326891422272
(S (VN (CLS je) (V manque)) (MWADV (P d') (N exercice))),je manque d exercice,I lack exercise,90.67,91.7,4.0,0.06419166922569275,0.31018978357315063,0.625618577003479
(S (VN (CLS je) (ADV n') (V ai)) (ADV pas) (NP (DET le) (NC temps) (PP (P de) (NP (NC flâner))))),je n ai pas le temps de flâner,I don't have time to wander,92.31,93.54,4.0,0.08512004464864731,0.5156097412109375,0.399270236492157
(S (VN (CLS je) (V suis)) (AP (ADJ sérieux)) (NP (PRO moi))),je suis sérieux moi,I'm serious,94.03,94.95,4.0,0.3163937032222748,0.5836928486824036,0.09991349279880524
(S (NP (DET la) (ADJ troisième) (NC fois)) (VN (CLO la) (V voici))),la troisième fois la voici,the third time here it is,96.04,97.7,4.0,0.10921210795640945,0.8506725430488586,0.04011526703834534
(S (VN (CLS je) (V disais)) (ADV donc) (NP (MWD (DET cinq) (DET cent) (DET un)) (NC millions))),je disais donc cinq cent un millions,so I said five hundred and one million,98.61,100.76,4.0,0.1322764754295349,0.826206624507904,0.04151690751314163
(S (NP (NC millions) (PP (P de) (NP (PROWH quoi))))),millions de quoi,million of what,100.76,102.69,4.0,0.08652202785015106,0.7190019488334656,0.19447603821754456
(S (NP (DET le) (NC businessman)) (VN (V comprit)) (S (CS qu') (VN (CLS il) (ADV n') (V était)) (ADV point) (PP (P d') (NP (NC espoir) (PP (P de) (NP (NC paix))))))),le businessman comprit  qu il n était point d espoir de paix,the businessman understood that there was no hope of peace,103.82,106.88,4.0,0.011259825900197029,0.2555253505706787,0.733214795589447
(S (S (NP (NC millions) (PP (P de) (NP (DET ces) (ADJ petites) (NC choses)))) (CS que) (NP (DET l')) (VN (CLS on) (V voit) (ADV quelquefois)) (PP (P dans) (NP (DET le) (NC ciel))))), millions de ces petites choses que l on voit quelquefois dans le ciel, millions of these little things that we sometimes see in the sky,108.1,110.86,4.0,0.42758843302726746,0.5404391288757324,0.03197241574525833
(S (NP (DET des) (NC mouches))),des mouches,flies,111.93,112.48,4.0,0.1943812072277069,0.673261821269989,0.13235700130462646
(S (COORD (CC mais) (ADV non) (PP (P des) (NP (ADJ petites) (NC choses) (Srel (NP (PROREL qui)) (VN (V brillent))))))),mais non des petites choses rel qui brillent,but not real little things that shine,113.59,115.28,4.0,0.08641432970762253,0.5267682671546936,0.38681739568710327
(S (NP (DET des) (NC abeilles))),des abeilles,bees,116.35,116.85,4.0,0.19046354293823242,0.6688292026519775,0.14070729911327362
(S (COORD (CC mais) (ADV non) (PP (P des) (NP (ADJ petites) (NC choses) (AP (ADJ dorées)) (Srel (NP (PROREL qui)) (VN (V font)) (VPinf (VN (VINF rêvasser)) (NP (DET les) (NC fainéants)))))))),mais non des petites choses dorées rel qui font inf rêvasser les fainéants,but not the little real golden things that make lazy people daydream,117.71,120.71,4.0,0.12887325882911682,0.3895097076892853,0.4816170334815979
(S (COORD (CC mais) (VN (CLS je) (V suis)) (AP (ADJ sérieux)) (NP (PRO moi)))),mais je suis sérieux moi,but I'm serious,121.24,122.27,4.0,0.31832945346832275,0.5663759708404541,0.11529460549354553
(S (VN (CLS je) (ADV n') (V ai)) (ADV pas) (NP (DET le) (NC temps) (PP (P de) (NP (NC rêvasser))))),je n ai pas le temps de rêvasser,I don't have time to daydream,122.73,124.12,4.0,0.07158967852592468,0.4883231222629547,0.4400872588157654
(S (NP (NC ah) (PP (P des) (NP (NC étoiles))))),ah des étoiles,oh stars,125.83,126.65,4.0,0.6298723816871643,0.3192512094974518,0.050876352936029434
(S (VN (CLS c') (V est)) (ADV bien) (NP (PRO ça) (PP (P des) (NP (NC étoiles))))),c est bien ça des étoiles,those are indeed stars,127.33,128.76,4.0,0.9429954290390015,0.05009755492210388,0.006907021161168814
(S (COORD (CC et) (S (CS que) (VN (V fais) (CLS tu)) (PP (P de) (NP (MWD (DET cinq) (DET cents)) (NC millions) (PP (P d') (NP (NC étoiles)))))))),et  que fais tu de cinq cents millions d étoiles,and  what do you do with five hundred million stars,128.79,131.94,4.0,0.05569278076291084,0.8717316389083862,0.07257568091154099
